date;categoryName;payee;comment;outcomeAccountName;outcome;outcomeCurrencyShortTitle;incomeAccountName;income;incomeCurrencyShortTitle;createdDate;changedDate;qrCode
2021-04-01;"Авто / Автомобіль";"KRAMARENKO OLEH MYKOLA";;"Monobank";"1030.32";UAH;"Monobank";"0";UAH;"2021-04-01 16:44:53";"2021-04-03 12:59:22";
2021-04-01;"Проїзд / Таксі";"Uklon";;"Monobank";"100";UAH;"Monobank";"0";UAH;"2021-04-01 13:18:41";"2021-04-02 21:27:18";
2021-04-01;"Відсотки і кешбек";;"Відсотки за березень";"Monobank";"0";UAH;"Monobank";"387.99";UAH;"2021-04-01 04:36:29";"2021-04-01 21:08:17";
2021-04-01;"Подорожі / Білети ЖД";"Дашуля";;"Monobank";"485.39";UAH;"Monobank";"0";UAH;"2021-04-01 21:38:43";"2021-04-01 21:49:07";
2021-04-01;;;;"УкрСиббанк";"5800";UAH;"Готівка";"5800";UAH;"2021-04-01 21:20:45";"2021-04-01 21:20:55";
2021-04-01;"Кафе та ресторани / Стандартний";;"Шавуха";"Готівка";"165";UAH;"Готівка";"0";UAH;"2021-04-01 21:19:30";"2021-04-01 21:19:48";
2021-03-31;"Зарплата";;;"УкрСиббанк";"0";UAH;"УкрСиббанк";"81567.36";UAH;"2021-04-01 21:21:16";"2021-04-01 21:52:36";
2021-03-31;"Кафе та ресторани / Стандартний";"CAFE KABA";;"Monobank";"115.02";UAH;"Monobank";"0";UAH;"2021-03-31 17:24:34";"2021-04-02 09:01:11";
2021-03-31;"Продукти / Запланована туса";"Таврия В";;"Monobank";"142";UAH;"Monobank";"0";UAH;"2021-03-31 13:06:10";"2021-04-02 09:01:11";
2021-03-30;"Продукти / Супермаркет";"Сільпо";;"Monobank";"536.47";UAH;"Monobank";"0";UAH;"2021-03-30 17:16:42";"2021-04-01 08:02:47";
2021-03-30;"Проїзд / Таксі";"Uklon";;"Monobank";"55";UAH;"Monobank";"0";UAH;"2021-03-30 09:59:20";"2021-04-01 08:02:47";
2021-03-30;"Кафе та ресторани / Стандартний";"CAFE KABA";;"Monobank";"120.02";UAH;"Monobank";"0";UAH;"2021-03-30 14:47:50";"2021-04-01 08:02:47";
2021-03-30;"Кафе та ресторани / Стандартний";"TREFPARK";;"Monobank";"312";UAH;"Monobank";"0";UAH;"2021-03-30 15:48:16";"2021-03-31 14:11:10";
2021-03-28;"Техніка";"LIQPAY*EL Caso (Rozetk";;"Monobank";"228";UAH;"Monobank";"0";UAH;"2021-03-28 11:26:33";"2021-03-30 11:59:02";
2021-03-28;"Техніка";"AliExpress";;"Monobank";"103.5";UAH;"Monobank";"0";UAH;"2021-03-28 11:16:54";"2021-03-30 11:59:02";
2021-03-27;"Кафе та ресторани / Стандартний";"BarRestoranBrewmen";;"Monobank";"311";UAH;"Monobank";"0";UAH;"2021-03-27 14:27:04";"2021-03-29 22:45:31";
2021-03-27;"Кафе та ресторани / Стандартний";"myataespressobar1";;"Monobank";"80";UAH;"Monobank";"0";UAH;"2021-03-27 11:30:22";"2021-03-29 21:07:32";
2021-03-27;"Одяг та догляд / Одяг";"JustBe";;"Monobank";"340";UAH;"Monobank";"0";UAH;"2021-03-27 12:34:59";"2021-03-29 21:07:32";
2021-03-27;"Проїзд / Таксі";"Uklon";;"Monobank";"152";UAH;"Monobank";"0";UAH;"2021-03-27 19:50:18";"2021-03-30 11:59:02";
2021-03-27;"Кафе та ресторани / Стандартний";"Хобс";;"Monobank";"640";UAH;"Monobank";"0";UAH;"2021-03-27 19:26:58";"2021-03-27 19:55:33";
2021-03-27;"Різне / Квіти";;"Мамі";"Готівка";"250";UAH;"Готівка";"0";UAH;"2021-03-27 19:59:34";"2021-03-27 19:59:38";
2021-03-26;"Проїзд / Таксі";"Uklon";;"Monobank";"61";UAH;"Monobank";"0";UAH;"2021-03-26 20:45:00";"2021-03-29 21:07:32";
2021-03-26;"Продукти / Гостинці";"Roshen";;"Monobank";"385.03";UAH;"Monobank";"0";UAH;"2021-03-26 10:50:14";"2021-03-28 10:49:02";
2021-03-26;"Підписки / Google";"Google";;"Monobank";"45";UAH;"Monobank";"0";UAH;"2021-03-26 10:22:52";"2021-03-28 10:49:02";
2021-03-26;"Кафе та ресторани / Доставка";"Glovo";;"Monobank";"218";UAH;"Monobank";"0";UAH;"2021-03-26 18:52:40";"2021-03-27 19:55:10";
2021-03-26;"Продукти / Гостинці";"Дашуля";"Оливкова олія";"Monobank";"150";UAH;"Monobank";"0";UAH;"2021-03-26 11:10:20";"2021-03-27 11:31:28";
2021-03-26;"Подорожі / Білети ЖД";"Укрзалізниця";;"Monobank";"434.6";UAH;"Monobank";"0";UAH;"2021-03-26 09:14:29";"2021-03-27 08:22:32";
2021-03-25;"Побутова хімія";"Дашуля";;"Monobank";"226";UAH;"Monobank";"0";UAH;"2021-03-25 12:42:36";"2021-03-27 11:33:16";
2021-03-25;"Одяг та догляд / Аптека";"Портавик мед-фарм";;"Monobank";"230";UAH;"Monobank";"0";UAH;"2021-03-25 21:05:13";"2021-03-27 08:22:32";
2021-03-25;"Кафе та ресторани / Стандартний";"KFC";;"Monobank";"176";UAH;"Monobank";"0";UAH;"2021-03-25 20:39:58";"2021-03-27 08:22:32";
2021-03-25;"Проїзд / Таксі";"Uklon";;"Monobank";"70";UAH;"Monobank";"0";UAH;"2021-03-25 19:44:18";"2021-03-27 08:22:32";
2021-03-25;"Проїзд / Таксі";"Uklon";;"Monobank";"68";UAH;"Monobank";"0";UAH;"2021-03-25 20:41:01";"2021-03-27 16:23:45";
2021-03-25;"Кафе та ресторани / Доставка";;"Чаюха";"Готівка";"20";UAH;"Готівка";"0";UAH;"2021-03-25 01:01:15";"2021-03-25 01:02:52";
2021-03-24;"Продукти / Гостинці";"Rozetka";;"Monobank";"654";UAH;"Monobank";"0";UAH;"2021-03-24 11:37:26";"2021-03-25 13:16:27";
2021-03-24;"Продукти / Вода";"Marketkoliso";;"Monobank";"79";UAH;"Monobank";"0";UAH;"2021-03-24 10:16:06";"2021-03-25 13:16:27";
2021-03-23;"Продукти / Вода";"My Water Shop";;"Monobank";"180";UAH;"Monobank";"0";UAH;"2021-03-23 19:26:11";"2021-03-25 13:16:27";
2021-03-22;"Квартира / Комуналка";"OK ZHEMCHUZHYNA ARKADI";;"Monobank";"2170.81";UAH;"Monobank";"0";UAH;"2021-03-22 09:55:00";"2021-03-23 20:06:34";
2021-03-22;"Продукти / Супермаркет";"Molokovidphermera";;"Monobank";"42";UAH;"Monobank";"0";UAH;"2021-03-22 10:00:14";"2021-04-01 21:52:36";
2021-03-21;"Кафе та ресторани / Стандартний";"CAFE-BAR SUKE";;"Monobank";"870";UAH;"Monobank";"0";UAH;"2021-03-21 19:00:15";"2021-03-23 17:56:34";
2021-03-21;"Проїзд / Таксі";"Uklon";;"Monobank";"59";UAH;"Monobank";"0";UAH;"2021-03-21 19:18:06";"2021-03-23 17:56:34";
2021-03-21;"Продукти / Супермаркет";"Сільпо";;"Monobank";"375.92";UAH;"Monobank";"0";UAH;"2021-03-21 10:40:27";"2021-03-23 11:01:25";
2021-03-21;"Продукти / Супермаркет";"Сільпо";;"Monobank";"894.49";UAH;"Monobank";"0";UAH;"2021-03-21 11:09:45";"2021-03-23 11:01:25";
2021-03-21;"Проїзд / Таксі";"Uklon";;"Monobank";"80";UAH;"Monobank";"0";UAH;"2021-03-21 16:49:34";"2021-03-23 11:01:25";
2021-03-21;;;;"Monobank";"500";UAH;"Готівка";"500";UAH;"2021-04-01 12:49:57";"2021-04-01 12:50:38";
2021-03-21;"Різне / День народження";;;"Готівка";"4962";UAH;"Готівка";"0";UAH;"2021-03-21 17:30:41";"2021-04-01 12:50:38";
2021-03-21;"Різне / Благодійність";;"Діду, бабі на лікарства, подарунки";"Готівка";"1500";UAH;"Готівка";"0";UAH;"2021-03-25 01:02:39";"2021-03-25 01:02:52";
2021-03-21;;"Влад Сабат";;"Monobank";"105";UAH;"Борги";"105";UAH;"2021-03-21 22:42:35";"2021-04-03 23:02:56";
2021-03-20;"Одяг та догляд / Стрижка";"BARBERSHOP LIONS LEGAC";;"Monobank";"400";UAH;"Monobank";"0";UAH;"2021-03-20 19:42:07";"2021-03-23 11:01:25";
2021-03-20;"Кафе та ресторани / Стандартний";"KFC";;"Monobank";"174";UAH;"Monobank";"0";UAH;"2021-03-20 20:01:38";"2021-03-23 11:01:25";
2021-03-20;"Коригування";;"Account balance autocorrection";"Monobank";"0";UAH;"Monobank";"12";UAH;"2021-03-20 13:45:46";"2021-03-20 13:45:48";
2021-03-20;"Проїзд / Таксі";"Uklon";;"Monobank";"170";UAH;"Monobank";"0";UAH;"2021-03-20 13:03:59";"2021-03-23 11:01:25";
2021-03-20;"Продукти / Вода";"Marketkoliso";;"Monobank";"112";UAH;"Monobank";"0";UAH;"2021-03-20 11:08:11";"2021-03-23 11:01:25";
2021-03-20;"Проїзд / Таксі";"Uklon";;"Monobank";"68";UAH;"Monobank";"0";UAH;"2021-03-20 20:02:57";"2021-03-23 11:01:25";
2021-03-20;;;;"УкрСиббанк";"7000";UAH;"Готівка";"7000";UAH;"2021-03-21 17:30:55";"2021-03-21 17:31:31";
2021-03-19;"Кафе та ресторани / Стандартний";"Амін М.";;"Monobank";"1048";UAH;"Monobank";"0";UAH;"2021-03-19 23:50:51";"2021-03-20 10:46:14";
2021-03-19;"Підписки / Інтернет";"Інтернет і ТБ";;"Monobank";"200";UAH;"Monobank";"0";UAH;"2021-03-19 00:21:34";"2021-03-19 08:00:58";
2021-03-16;;;;"Monobank";"11500";UAH;"Bitcoin";"7437.94";BTC;"2021-03-16 13:33:54";"2022-01-26 14:08:41";
2021-03-16;;;;"УкрСиббанк";"80268.23";UAH;"Monobank";"80268.23";UAH;"2021-03-16 14:18:12";"2021-03-16 15:33:32";
2021-03-16;"Продукти / Супермаркет";"Molokovidphermera";;"Monobank";"42";UAH;"Monobank";"0";UAH;"2021-03-16 10:00:31";"2021-03-17 21:21:49";
2021-03-16;"Продукти / Супермаркет";"Сільпо";;"Monobank";"500.58";UAH;"Monobank";"0";UAH;"2021-03-16 20:42:32";"2021-03-18 11:27:03";
2021-03-15;"Зарплата";;;"УкрСиббанк";"0";UAH;"УкрСиббанк";"63057.59";UAH;"2021-03-15 14:11:17";"2021-03-15 14:11:48";
2021-03-15;"Підписки / Мобільний";"Київстар+380681215819";;"Monobank";"5";UAH;"Monobank";"0";UAH;"2021-03-15 15:07:25";"2021-03-15 15:07:43";
2021-03-15;"Кафе та ресторани / Доставка";"Glovo";;"Monobank";"233";UAH;"Monobank";"0";UAH;"2021-03-15 20:42:36";"2021-03-17 11:22:02";
2021-03-15;"Різне / Благодійність";;;"Готівка";"50";UAH;"Готівка";"0";UAH;"2021-03-15 09:59:30";"2021-03-15 09:59:33";
2021-03-14;"Продукти / Вода";"Marketkoliso";;"Monobank";"31";UAH;"Monobank";"0";UAH;"2021-03-14 11:30:39";"2021-03-16 11:24:02";
2021-03-14;"Проїзд / Таксі";"Uklon";;"Monobank";"46";UAH;"Monobank";"0";UAH;"2021-03-14 00:27:55";"2021-03-16 11:24:02";
2021-03-14;"Підписки / YouTube";"YouTube";;"Monobank";"99";UAH;"Monobank";"0";UAH;"2021-03-14 07:56:34";"2021-03-30 23:42:59";
2021-03-14;"Подорожі / Білети ЖД";"Укрзалізниця";;"Monobank";"964.82";UAH;"Monobank";"0";UAH;"2021-03-14 16:30:36";"2021-03-16 11:24:15";
2021-03-14;"Кафе та ресторани / Стандартний";"CAFE KABA";;"Monobank";"115.02";UAH;"Monobank";"0";UAH;"2021-03-14 17:01:30";"2021-03-16 13:40:10";
2021-03-14;"Кафе та ресторани / Стандартний";"CAFE TRAVELERS COFFEE";;"Monobank";"754";UAH;"Monobank";"0";UAH;"2021-03-14 00:25:47";"2021-03-16 11:24:02";
2021-03-14;"Продукти / Вода";"My Water Shop";;"Monobank";"180";UAH;"Monobank";"0";UAH;"2021-03-14 00:59:47";"2021-03-16 11:24:02";
2021-03-13;"Продукти / Супермаркет";"Сільпо";;"Monobank";"648.18";UAH;"Monobank";"0";UAH;"2021-03-13 13:18:31";"2021-03-15 22:00:03";
2021-03-13;"Продукти / Супермаркет";"Molokovidphermera";;"Monobank";"244.78";UAH;"Monobank";"0";UAH;"2021-03-13 13:33:44";"2021-03-15 22:00:03";
2021-03-13;"Продукти / Супермаркет";"Vostochnijkaravan";;"Monobank";"73";UAH;"Monobank";"0";UAH;"2021-03-13 13:22:01";"2021-03-15 22:00:03";
2021-03-13;"Проїзд / Таксі";"Uklon";;"Monobank";"56";UAH;"Monobank";"0";UAH;"2021-03-13 19:18:31";"2021-03-16 11:24:02";
2021-03-12;"Підписки / Мобільний";"Київстар+380681215819";;"Monobank";"162";UAH;"Monobank";"0";UAH;"2021-03-12 18:32:57";"2021-03-20 13:18:28";
2021-03-12;"Продукти / Супермаркет";"Marketkoliso";;"Monobank";"57";UAH;"Monobank";"0";UAH;"2021-03-12 11:39:19";"2021-03-13 14:02:24";
2021-03-12;"Продукти / Супермаркет";"Сільпо";;"Monobank";"543.4";UAH;"Monobank";"0";UAH;"2021-03-12 22:18:10";"2021-03-14 08:00:45";
2021-03-11;"Відпочинок та розваги / Ігри";"Списання WEBMONEY";;"Monobank";"188.78";UAH;"Monobank";"0";UAH;"2021-03-11 09:45:04";"2021-03-16 22:38:09";
2021-03-11;"Продукти / Супермаркет";"Сільпо";;"Monobank";"41.59";UAH;"Monobank";"0";UAH;"2021-03-11 19:52:40";"2021-03-13 09:07:41";
2021-03-11;"Кафе та ресторани / Стандартний";"Chili";;"Monobank";"354";UAH;"Monobank";"0";UAH;"2021-03-11 21:06:17";"2021-03-14 08:00:45";
2021-03-09;"Проїзд / Таксі";"Uber";;"Monobank";"82.33";UAH;"Monobank";"0";UAH;"2021-03-09 00:02:42";"2021-03-10 12:00:56";
2021-03-08;"Проїзд / Таксі";"Uklon";;"Monobank";"80";UAH;"Monobank";"0";UAH;"2021-03-08 18:39:07";"2021-03-10 12:00:56";
2021-03-08;"Продукти / Запланована туса";"Таврия В";;"Monobank";"551.87";UAH;"Monobank";"0";UAH;"2021-03-08 14:21:34";"2021-03-10 12:00:56";
2021-03-07;"Проїзд / Таксі";"Uklon";;"Monobank";"70";UAH;"Monobank";"0";UAH;"2021-03-07 15:48:05";"2021-03-09 11:01:15";
2021-03-07;"Продукти / Супермаркет";"Сільпо";;"Monobank";"382.22";UAH;"Monobank";"0";UAH;"2021-03-07 12:45:54";"2021-03-09 08:00:49";
2021-03-07;"Продукти / Запланована туса";"Молоко від Фермера";;"Monobank";"173.68";UAH;"Monobank";"0";UAH;"2021-03-07 12:55:28";"2021-03-09 08:00:49";
2021-03-07;"Проїзд / Таксі";"Uklon";;"Monobank";"52";UAH;"Monobank";"0";UAH;"2021-03-07 11:47:02";"2021-03-09 08:00:49";
2021-03-07;"Різне / Подарунки";;"Бабі Галі 8 березня";"Monobank";"400";UAH;"Monobank";"0";UAH;"2021-03-07 22:24:54";"2021-03-07 22:26:03";
2021-03-07;"Різне / Благодійність";;"Бабі Валі на лікування";"Monobank";"2000";UAH;"Monobank";"0";UAH;"2021-03-07 21:04:13";"2021-03-07 22:16:00";
2021-03-07;"Різне / Подарунки";;"Цукерки Лілії Федорівній";"Monobank";"174";UAH;"Monobank";"0";UAH;"2021-03-07 22:17:21";"2021-03-07 22:17:48";
2021-03-07;"Проїзд / Таксі";"Uklon";;"Monobank";"158";UAH;"Monobank";"0";UAH;"2021-03-07 22:02:23";"2021-03-10 12:00:56";
2021-03-07;"Різне / Квіти";"BusinkaFlowers";;"Monobank";"1110";UAH;"Monobank";"0";UAH;"2021-03-07 11:47:23";"2021-03-09 08:00:49";
2021-03-07;"Проїзд / Таксі";"Uklon";;"Monobank";"80";UAH;"Monobank";"0";UAH;"2021-03-07 02:05:35";"2021-03-07 08:00:34";
2021-03-06;"Продукти / Супермаркет";"Сільпо";;"Monobank";"477";UAH;"Monobank";"0";UAH;"2021-03-06 15:35:43";"2021-03-08 21:02:33";
2021-03-06;"Кафе та ресторани / Стандартний";"CAFE TRAVELERS COFFEE";;"Monobank";"257";UAH;"Monobank";"0";UAH;"2021-03-06 14:14:28";"2021-03-09 08:00:49";
2021-03-06;"Проїзд / Таксі";"Uklon";;"Monobank";"55";UAH;"Monobank";"0";UAH;"2021-03-06 10:22:10";"2021-03-08 21:02:33";
2021-03-06;"Кафе та ресторани / Стандартний";;"Чаюха";"Готівка";"10";UAH;"Готівка";"0";UAH;"2021-03-07 22:20:14";"2021-03-07 22:21:53";
2021-03-06;"Проїзд / Громадський";;;"Готівка";"10";UAH;"Готівка";"0";UAH;"2021-03-07 22:20:38";"2021-03-07 22:21:53";
2021-03-06;"Проїзд / Громадський";;;"Готівка";"14";UAH;"Готівка";"0";UAH;"2021-03-07 22:20:54";"2021-03-07 22:21:53";
2021-03-05;"Різне / Подарунки";"4802 KYSLOVA I.S.";"Подарунок Даші ";"Monobank";"5507";UAH;"Monobank";"0";UAH;"2021-03-05 13:46:03";"2021-03-07 08:00:34";
2021-03-05;"Продукти / Супермаркет";"Таврия В";;"Monobank";"82.3";UAH;"Monobank";"0";UAH;"2021-03-05 14:10:23";"2021-03-07 08:00:34";
2021-03-05;"Продукти / Супермаркет";"Таврия В";;"Monobank";"35.8";UAH;"Monobank";"0";UAH;"2021-03-05 14:11:30";"2021-03-07 08:00:34";
2021-03-05;"Різне / Подарунки";;"Духи тьоті Валі";"Monobank";"438";UAH;"Monobank";"0";UAH;"2021-03-05 14:39:04";"2021-03-05 14:53:22";
2021-03-05;"Проїзд / Таксі";"Uklon";;"Monobank";"80";UAH;"Monobank";"0";UAH;"2021-03-05 12:24:33";"2021-03-06 21:48:03";
2021-03-04;"Фріланс";"SEPA платіж: Для поповнення картки 5375419903402491, 237076, 648.00, Igor Voitenko, Own funds, LT";;"Monobank EUR";"0";EUR;"Monobank EUR";"645.86";EUR;"2021-03-04 14:58:48";"2021-03-05 10:09:18";
2021-03-04;"Продукти / Супермаркет";"Сільпо";;"Monobank";"814.36";UAH;"Monobank";"0";UAH;"2021-03-04 19:03:12";"2021-03-06 11:03:54";
2021-03-04;"Продукти / Вода";"Portmone";;"Monobank";"180";UAH;"Monobank";"0";UAH;"2021-03-04 23:41:41";"2021-03-07 22:21:53";
2021-03-04;"Кафе та ресторани / Стандартний";"Chili";;"Monobank";"467";UAH;"Monobank";"0";UAH;"2021-03-04 18:35:44";"2021-03-06 21:48:03";
2021-03-04;"Різне / Подарунки";;"Мамі на сумку";"Monobank";"1500";UAH;"Monobank";"0";UAH;"2021-03-04 11:42:33";"2021-03-07 22:18:56";
2021-03-04;"Продукти / Супермаркет";;;"Готівка";"109";UAH;"Готівка";"0";UAH;"2021-03-04 10:17:32";"2021-03-04 10:17:43";
2021-03-03;"Продукти / Супермаркет";;;"Готівка";"110";UAH;"Готівка";"0";UAH;"2021-03-07 22:27:19";"2021-03-07 22:27:58";
2021-03-02;"Підписки / Spotify";"Хобс";;"Monobank";"93.33";UAH;"Monobank";"0";UAH;"2021-03-02 10:04:40";"2021-03-07 22:21:53";
2021-03-02;"Підписки / Мобільний";"Київстар+380681215819";;"Monobank";"5";UAH;"Monobank";"0";UAH;"2021-03-02 10:05:11";"2021-03-02 11:41:07";
2021-03-02;"Кафе та ресторани / Доставка";"Wayforpay";;"Monobank";"299";UAH;"Monobank";"0";UAH;"2021-03-02 19:58:38";"2021-03-04 08:01:05";
2021-03-01;"Відсотки і кешбек";;"Відсотки за лютий";"Monobank";"0";UAH;"Monobank";"314.9";UAH;"2021-03-01 03:55:02";"2021-03-01 08:42:17";
2021-02-28;"Кафе та ресторани / Стандартний";"TREFPARK";;"Monobank";"600";UAH;"Monobank";"0";UAH;"2021-02-28 17:41:12";"2021-03-02 20:29:55";
2021-02-28;"Продукти / Супермаркет";"Таврия В";;"Monobank";"143.8";UAH;"Monobank";"0";UAH;"2021-02-28 18:13:38";"2021-03-02 20:29:55";
2021-02-28;"Продукти / Супермаркет";"Сільпо";;"Monobank";"373.42";UAH;"Monobank";"0";UAH;"2021-02-28 18:29:39";"2021-03-02 20:29:55";
2021-02-28;"Відпочинок та розваги / Ігри";"PlayStation";;"Monobank";"1299";UAH;"Monobank";"0";UAH;"2021-02-28 14:35:13";"2021-03-02 11:41:07";
2021-02-27;"Техніка";"AliExpress";;"Monobank";"184.85";UAH;"Monobank";"0";UAH;"2021-02-27 20:55:40";"2021-03-02 10:06:14";
2021-02-27;"Продукти / Супермаркет";"Сільпо";;"Monobank";"548.71";UAH;"Monobank";"0";UAH;"2021-02-27 13:50:25";"2021-03-01 21:08:02";
2021-02-27;"Різне / Благодійність";;;"Готівка";"50";UAH;"Готівка";"0";UAH;"2021-03-07 22:23:45";"2021-03-07 22:24:34";
2021-02-26;"Зарплата";;;"УкрСиббанк";"0";UAH;"УкрСиббанк";"67210.64";UAH;"2021-02-26 19:09:23";"2021-02-26 19:09:49";
2021-02-26;"Різне / Інше";"Portmone";;"Monobank";"180";UAH;"Monobank";"0";UAH;"2021-02-26 11:14:34";"2021-02-27 23:48:38";
2021-02-26;"Підписки / Google";"Google";;"Monobank";"45";UAH;"Monobank";"0";UAH;"2021-02-26 10:22:53";"2021-02-27 23:48:38";
2021-02-26;"Коригування";;"Account balance autocorrection";"Monobank";"0";UAH;"Monobank";"9";UAH;"2021-02-26 09:16:12";"2021-02-26 09:16:13";
2021-02-26;"Проїзд / Таксі";"Uklon";;"Monobank";"43.5";UAH;"Monobank";"0";UAH;"2021-02-26 00:08:02";"2021-02-27 23:48:38";
2021-02-25;"Кафе та ресторани / Стандартний";"Амін М.";"Варвар";"Monobank";"640";UAH;"Monobank";"0";UAH;"2021-02-25 22:52:02";"2021-02-26 09:16:10";
2021-02-25;"Кафе та ресторани / Стандартний";"KAFE TRAVELERS COFFEE";;"Monobank";"391";UAH;"Monobank";"0";UAH;"2021-02-25 23:47:10";"2021-02-27 23:48:38";
2021-02-25;"Проїзд / Таксі";"Uklon";;"Monobank";"22.5";UAH;"Monobank";"0";UAH;"2021-02-25 22:45:15";"2021-02-27 23:48:38";
2021-02-25;"Проїзд / Таксі";"Uklon";;"Monobank";"60";UAH;"Monobank";"0";UAH;"2021-02-25 20:00:23";"2021-02-27 14:29:16";
2021-02-22;"Одяг та догляд / Медицина";"Аспирин";;"Monobank";"300";UAH;"Monobank";"0";UAH;"2021-02-22 17:20:55";"2021-02-25 21:52:35";
2021-02-22;"Продукти / Гостинці";"Roshen";;"Monobank";"164.11";UAH;"Monobank";"0";UAH;"2021-02-22 18:30:20";"2021-02-25 21:52:35";
2021-02-22;"Проїзд / Таксі";"Uklon";;"Monobank";"60";UAH;"Monobank";"0";UAH;"2021-02-22 10:14:53";"2021-02-25 09:14:37";
2021-02-22;"Проїзд / Таксі";"Uklon";;"Monobank";"55";UAH;"Monobank";"0";UAH;"2021-02-22 20:42:00";"2021-02-25 21:52:35";
2021-02-22;"Проїзд / Таксі";"Uklon";;"Monobank";"78";UAH;"Monobank";"0";UAH;"2021-02-22 18:33:00";"2021-02-25 21:52:35";
2021-02-22;"Проїзд / Таксі";"Uklon";;"Monobank";"82";UAH;"Monobank";"0";UAH;"2021-02-22 16:46:56";"2021-02-25 21:52:35";
2021-02-22;"Проїзд / Таксі";"Uklon";;"Monobank";"45";UAH;"Monobank";"0";UAH;"2021-02-22 11:16:45";"2021-02-25 12:11:02";
2021-02-22;"Проїзд / Таксі";"Uklon";;"Monobank";"61";UAH;"Monobank";"0";UAH;"2021-02-22 09:39:35";"2021-02-22 10:21:16";
2021-02-22;"Проїзд / Таксі";"Uklon";;"Monobank";"0";UAH;"Monobank";"61";UAH;"2021-02-22 10:09:53";"2021-02-22 10:21:16";
2021-02-22;"Подорожі / Білети ЖД";"Укрзалізниця";;"Monobank";"839.38";UAH;"Monobank";"0";UAH;"2021-02-22 13:53:20";"2021-02-25 21:52:35";
2021-02-22;"Різне / Подарунки";;"Бабушка за перший візит квартири";"Готівка";"0";UAH;"Готівка";"1000";UAH;"2021-02-24 09:59:44";"2021-02-24 10:03:02";
2021-02-22;"Одяг та догляд / Медицина";;"Бабушці лікарства";"Готівка";"605";UAH;"Готівка";"0";UAH;"2021-02-22 13:31:45";"2021-02-22 13:31:49";
2021-02-21;"Проїзд / Таксі";"Uber";;"Monobank";"76.52";UAH;"Monobank";"0";UAH;"2021-02-21 09:58:57";"2021-02-24 21:41:00";
2021-02-21;"Продукти / Супермаркет";"Таврия В";;"Monobank";"188.2";UAH;"Monobank";"0";UAH;"2021-02-21 19:03:01";"2021-02-25 09:14:37";
2021-02-21;"Одяг та догляд / Аптека";"APTEKA 11_1 AKSOD";;"Monobank";"132.3";UAH;"Monobank";"0";UAH;"2021-02-21 11:13:12";"2021-02-25 09:14:37";
2021-02-21;"Одяг та догляд / Стрижка";"BARBERSHOP LIONS LEGAC";;"Monobank";"400";UAH;"Monobank";"0";UAH;"2021-02-21 11:03:00";"2021-02-25 09:14:37";
2021-02-21;"Кафе та ресторани / Стандартний";"OhLala";;"Monobank";"135";UAH;"Monobank";"0";UAH;"2021-02-21 17:36:03";"2021-02-25 09:14:37";
2021-02-21;"Кафе та ресторани / Стандартний";"McDonalds";;"Monobank";"98";UAH;"Monobank";"0";UAH;"2021-02-21 18:13:13";"2021-02-25 09:14:37";
2021-02-21;"Проїзд / Таксі";"Uklon";;"Monobank";"59";UAH;"Monobank";"0";UAH;"2021-02-21 11:30:02";"2021-02-25 09:14:37";
2021-02-21;"Різне / Квіти";;;"Готівка";"500";UAH;"Готівка";"0";UAH;"2021-02-21 11:33:58";"2021-02-21 11:34:02";
2021-02-20;"Проїзд / Таксі";"Uklon";;"Monobank";"150";UAH;"Monobank";"0";UAH;"2021-02-20 18:21:10";"2021-02-24 21:41:00";
2021-02-20;"Коригування";;"Account balance autocorrection";"Monobank";"5";UAH;"Monobank";"0";UAH;"2021-02-20 16:42:01";"2021-02-20 16:42:02";
2021-02-20;"Продукти / Супермаркет";"Молоко від Фермера";;"Monobank";"190.8";UAH;"Monobank";"0";UAH;"2021-02-20 16:49:23";"2021-02-24 21:41:00";
2021-02-20;"Кафе та ресторани / Стандартний";"Chili";;"Monobank";"123.25";UAH;"Monobank";"0";UAH;"2021-02-20 16:50:52";"2021-02-24 21:41:00";
2021-02-20;"Проїзд / Таксі";"Uklon";;"Monobank";"50";UAH;"Monobank";"0";UAH;"2021-02-20 15:39:25";"2021-02-24 12:08:37";
2021-02-20;"Проїзд / Таксі";"Uklon";;"Monobank";"58";UAH;"Monobank";"0";UAH;"2021-02-20 11:20:43";"2021-02-24 09:58:52";
2021-02-20;"Одяг та догляд / Медицина";"SMARTLAB";;"Monobank";"980";UAH;"Monobank";"0";UAH;"2021-02-20 13:48:59";"2021-02-24 09:58:56";
2021-02-19;"Кафе та ресторани / Доставка";"Wayforpay";;"Monobank";"274";UAH;"Monobank";"0";UAH;"2021-02-19 19:12:53";"2021-02-24 09:58:52";
2021-02-19;"Підписки / Інтернет";"Інтернет і ТБ";;"Monobank";"200";UAH;"Monobank";"0";UAH;"2021-02-19 10:09:56";"2021-02-19 10:23:07";
2021-02-18;"Продукти / Супермаркет";"Сільпо";;"Monobank";"760.86";UAH;"Monobank";"0";UAH;"2021-02-18 13:08:08";"2021-02-23 11:00:44";
2021-02-18;"Продукти / Супермаркет";"Сільпо";;"Monobank";"174.75";UAH;"Monobank";"0";UAH;"2021-02-18 19:44:10";"2021-02-23 21:00:41";
2021-02-18;"Продукти / Супермаркет";;"Чаюха за доставку продуктів";"Готівка";"20";UAH;"Готівка";"0";UAH;"2021-02-18 19:19:16";"2021-02-18 19:19:23";
